ts,open,high,low,close,volume
1758070920000,4.2453,4.2453,4.2431,4.2434,1616.1
1758070980000,4.2417,4.2424,4.2416,4.2416,292.2
1758071040000,4.2421,4.2434,4.2421,4.2434,632.4
1758071100000,4.2436,4.2443,4.2431,4.2443,1408.2
1758071160000,4.2443,4.2443,4.2411,4.2411,778.8
1758071220000,4.2393,4.2425,4.2392,4.2425,699.0
1758071280000,4.2425,4.2462,4.2425,4.2462,6573.8
1758071340000,4.2462,4.2462,4.2436,4.2436,437.0
1758071400000,4.2424,4.244,4.2422,4.2439,507.2
1758071460000,4.2442,4.2442,4.2422,4.2425,251.5
1758071520000,4.2425,4.2425,4.2389,4.2393,1399.1
1758071580000,4.2395,4.2399,4.2395,4.2399,56.3
1758071640000,4.2417,4.2436,4.2417,4.2436,356.9
1758071700000,4.2442,4.2476,4.2424,4.2476,6526.9
1758071760000,4.2476,4.2476,4.2379,4.2379,1150.0
1758071820000,4.236,4.238,4.2359,4.2368,2867.9
1758071880000,4.2376,4.2398,4.2376,4.2396,2402.8
1758071940000,4.2408,4.2481,4.2408,4.2481,4827.5
1758072000000,4.2488,4.2521,4.2488,4.2519,21870.6
1758072060000,4.2492,4.2503,4.2443,4.2444,1880.6
1758072120000,4.2452,4.2452,4.2386,4.2386,8275.0
1758072180000,4.2386,4.2392,4.238,4.2392,1244.5
1758072240000,4.2407,4.2443,4.2403,4.2438,10677.9
1758072300000,4.2434,4.2446,4.2408,4.2408,1486.7
1758072360000,4.2404,4.2404,4.2369,4.2369,286.1
1758072420000,4.2369,4.24,4.2369,4.24,391.0
1758072480000,4.2394,4.2424,4.2394,4.2424,53.6
1758072540000,4.2424,4.2428,4.2423,4.2428,351.8
1758072600000,4.2431,4.2431,4.236,4.236,4766.3
1758072660000,4.2339,4.2354,4.2314,4.2319,10357.6
1758072720000,4.2309,4.232,4.2305,4.2315,2289.0
1758072780000,4.2307,4.2315,4.2283,4.2289,11376.1
1758072840000,4.2274,4.2274,4.225,4.2256,8918.3
1758072900000,4.2256,4.2284,4.2253,4.2264,4036.3
1758072960000,4.2272,4.2311,4.2272,4.2296,433.8
1758073020000,4.2301,4.2304,4.2281,4.2282,269.0
1758073080000,4.2268,4.2285,4.2265,4.2277,987.2
1758073140000,4.2288,4.2306,4.2288,4.2306,2448.1
1758073200000,4.2304,4.2328,4.2295,4.2328,447.9
1758073260000,4.2339,4.2339,4.2325,4.2335,1147.1
1758073320000,4.2335,4.2335,4.2289,4.2291,2629.3
1758073380000,4.2288,4.2296,4.2284,4.2296,84.5
1758073440000,4.2296,4.2296,4.2275,4.2281,1351.3
1758073500000,4.2278,4.2287,4.2263,4.2264,1998.4
1758073560000,4.2264,4.2277,4.2264,4.2277,166.2
1758073620000,4.2293,4.23,4.2275,4.2275,769.8
1758073680000,4.2276,4.2276,4.226,4.2263,2322.2
1758073740000,4.226,4.2265,4.226,4.2265,680.6
1758073800000,4.2265,4.2309,4.2265,4.2309,730.1
1758073860000,4.2309,4.2309,4.2269,4.2269,2578.7
1758073920000,4.2269,4.2273,4.2269,4.2273,564.3
1758073980000,4.2265,4.2265,4.2225,4.2228,6907.4
1758074040000,4.2228,4.2266,4.2228,4.2266,421.3
1758074100000,4.2266,4.2276,4.2259,4.2276,1699.1
1758074160000,4.2275,4.2297,4.2275,4.2287,399.2
1758074220000,4.2287,4.2302,4.228,4.2302,11497.1
1758074280000,4.2302,4.2308,4.2294,4.2299,4188.9
1758074340000,4.2299,4.2355,4.2295,4.2355,4441.2
1758074400000,4.2355,4.236,4.2328,4.2337,2274.9
1758074460000,4.2337,4.2337,4.2284,4.2294,1891.6
1758074520000,4.2294,4.2315,4.2277,4.2278,406.9
1758074580000,4.2278,4.2312,4.2277,4.2312,1533.7
1758074640000,4.2312,4.2315,4.2292,4.2292,1328.0
1758074700000,4.2292,4.2315,4.2277,4.228,753.0
1758074760000,4.228,4.2312,4.2277,4.2297,1704.5
1758074820000,4.2297,4.2297,4.2282,4.2282,521.2
1758074880000,4.2282,4.2295,4.2258,4.2258,1382.8
1758074940000,4.2258,4.2258,4.2253,4.2258,460.9
1758075000000,4.2258,4.2287,4.2255,4.2255,5157.0
1758075060000,4.2255,4.2284,4.2255,4.2284,511.1
1758075120000,4.2291,4.2322,4.2291,4.2322,1384.2
1758075180000,4.2324,4.2332,4.2312,4.2312,373.6
1758075240000,4.2312,4.2347,4.2311,4.2346,328.6
1758075300000,4.2345,4.2363,4.2341,4.2357,863.6
1758075360000,4.2361,4.2366,4.2313,4.2315,3513.9
1758075420000,4.2313,4.2338,4.2312,4.2312,465.3
1758075480000,4.232,4.2364,4.232,4.2364,233.2
1758075540000,4.2375,4.2377,4.2329,4.2347,1535.4
1758075600000,4.2347,4.2367,4.2336,4.2348,3218.5
1758075660000,4.2348,4.2369,4.2346,4.2354,1028.4
1758075720000,4.2354,4.2396,4.2353,4.2375,1195.6
1758075780000,4.2375,4.2375,4.2345,4.2369,1554.1
1758075840000,4.2369,4.2399,4.2369,4.2399,4833.0
1758075900000,4.2399,4.2408,4.2399,4.2408,232.9
1758075960000,4.2408,4.2422,4.2408,4.2422,679.7
1758076020000,4.2429,4.2473,4.2429,4.2473,1723.9
1758076080000,4.2473,4.2473,4.2472,4.2472,155.7
1758076140000,4.2482,4.2482,4.2482,4.2482,0.0
1758076200000,4.2452,4.2452,4.2452,4.2452,0.0
1758076260000,4.2466,4.2471,4.2466,4.2471,43.2
1758076320000,4.2513,4.2513,4.2489,4.2489,1869.9
1758076380000,4.2473,4.2473,4.2464,4.2464,10.2
1758076440000,4.2452,4.2452,4.2452,4.2452,0.0
1758076500000,4.2426,4.244,4.2426,4.244,84.0
1758076560000,4.2479,4.2479,4.2479,4.2479,0.0
1758076620000,4.2471,4.2471,4.2471,4.2471,0.0
1758076680000,4.2419,4.2419,4.2419,4.2419,0.0
