ts,open,high,low,close,volume
1757427540000,112247.1,112355.3,112247.1,112291.0,101.861
1757427600000,112291.0,112291.0,112151.2,112170.3,75.235
1757427660000,112170.3,112225.1,112113.4,112127.5,44.109
1757427720000,112127.5,112217.6,112122.7,112193.9,96.201
1757427780000,112193.9,112205.9,112124.2,112203.7,28.187
1757427840000,112203.7,112211.8,112132.1,112194.3,25.868
1757427900000,112194.3,112200.1,112155.0,112160.0,20.78
1757427960000,112160.0,112203.4,112122.6,112143.1,38.928
1757428020000,112143.1,112214.9,112123.3,112214.8,26.938
1757428080000,112214.8,112257.8,112154.5,112243.2,95.728
1757428140000,112243.2,112291.9,112215.4,112260.8,18.513
1757428200000,112260.8,112260.8,112171.0,112175.2,32.307
1757428260000,112175.2,112175.3,112053.3,112096.0,72.041
1757428320000,112096.0,112100.1,111956.5,112027.7,213.916
1757428380000,112027.7,112070.4,111803.2,111830.1,465.514
1757428440000,111830.1,111830.1,111555.0,111646.3,824.455
1757428500000,111646.3,111747.3,111483.5,111548.7,429.812
1757428560000,111548.7,111617.5,111514.3,111526.1,390.097
1757428620000,111526.1,111599.9,111515.0,111575.2,151.513
1757428680000,111575.2,111743.4,111575.1,111690.4,316.839
1757428740000,111690.4,111790.0,111667.2,111776.1,141.955
1757428800000,111776.1,111786.0,111696.6,111740.1,175.195
1757428860000,111740.1,111740.1,111600.0,111670.3,262.305
1757428920000,111670.3,111680.1,111560.7,111604.5,118.223
1757428980000,111604.5,111616.9,111517.5,111536.9,92.249
1757429040000,111536.9,111551.0,111500.0,111523.7,71.399
1757429100000,111523.7,111609.1,111452.7,111599.9,220.712
1757429160000,111599.9,111610.0,111535.0,111600.0,105.236
1757429220000,111600.0,111703.4,111592.7,111698.3,121.58
1757429280000,111698.3,111731.0,111684.8,111693.1,63.965
1757429340000,111693.1,111768.5,111665.9,111746.3,206.613
1757429400000,111746.3,111746.4,111535.5,111592.4,236.482
1757429460000,111592.4,111600.0,111542.1,111585.6,64.596
1757429520000,111585.6,111678.3,111567.1,111670.1,30.993
1757429580000,111670.1,111727.5,111659.7,111720.0,70.329
1757429640000,111720.0,111822.8,111712.5,111821.6,74.518
1757429700000,111821.6,111850.0,111756.3,111756.3,97.5
1757429760000,111756.3,111800.0,111729.3,111752.0,41.822
1757429820000,111752.0,111772.6,111691.3,111711.8,49.383
1757429880000,111711.8,111737.1,111683.7,111718.6,49.459
1757429940000,111718.6,111727.6,111686.0,111697.0,36.724
1757430000000,111697.0,111793.3,111627.8,111627.8,153.48
1757430060000,111627.8,111627.9,111538.5,111600.1,127.518
1757430120000,111600.1,111643.1,111530.0,111534.8,77.809
