Currency,Contract,Type,Direction,Quantity,Position,Filled Price,Funding,Fee Paid,Cash Flow,Change,Wallet Balance,Action,Time
USDT,SOLUSDT,TRADE,BUY,0.50000000000000000000,0.00000000000000000000,149.53000000000000000000,0.00000000000000000000,-0.07476500000000000000,0.03000000000000000000,-0.04476500000000000000,145.24331665000000000000,CLOSE,2025-07-02 14:37:24
USDT,SOLUSDT,TRADE,SELL,0.50000000000000000000,-0.50000000000000000000,149.59000000000000000000,0.00000000000000000000,-0.07479500000000000000,0.00000000000000000000,-0.07479500000000000000,145.28808165000000000000,OPEN,2025-07-02 14:37:19
USDT,SOLUSDT,TRADE,BUY,0.50000000000000000000,0.00000000000000000000,149.57000000000000000000,0.00000000000000000000,-0.07478500000000000000,-0.01500000000000000000,-0.08978500000000000000,145.36287665000000000000,CLOSE,2025-07-02 14:37:11
USDT,SOLUSDT,TRADE,SELL,0.50000000000000000000,-0.50000000000000000000,149.54000000000000000000,0.00000000000000000000,-0.07477000000000000000,0.00000000000000000000,-0.07477000000000000000,145.45266165000000000000,OPEN,2025-07-02 14:37:10
USDT,SOLUSDT,TRADE,BUY,0.50000000000000000000,0.00000000000000000000,149.59000000000000000000,0.00000000000000000000,-0.07479500000000000000,-0.01000000000000000000,-0.08479500000000000000,145.52743165000000000000,CLOSE,2025-07-02 14:37:04
USDT,SOLUSDT,TRADE,SELL,0.50000000000000000000,-0.50000000000000000000,149.57000000000000000000,0.00000000000000000000,-0.07478500000000000000,0.00000000000000000000,-0.07478500000000000000,145.61222665000000000000,OPEN,2025-07-02 14:37:03
USDT,SOLUSDT,TRADE,BUY,0.50000000000000000000,0.00000000000000000000,149.50000000000000000000,0.00000000000000000000,-0.07475000000000000000,-0.02000000000000000000,-0.09475000000000000000,145.68701165000000000000,CLOSE,2025-07-02 14:36:58
USDT,SOLUSDT,TRADE,SELL,0.30000000000000000000,-0.50000000000000000000,149.46000000000000000000,0.00000000000000000000,-0.04483800000000000000,0.00000000000000000000,-0.04483800000000000000,145.78176165000000000000,OPEN,2025-07-02 14:36:57
USDT,SOLUSDT,TRADE,SELL,0.20000000000000000000,-0.20000000000000000000,149.46000000000000000000,0.00000000000000000000,-0.02989200000000000000,0.00000000000000000000,-0.02989200000000000000,145.82659965000000000000,OPEN,2025-07-02 14:36:57
USDT,SOLUSDT,TRADE,BUY,0.50000000000000000000,0.00000000000000000000,149.47000000000000000000,0.00000000000000000000,-0.07473500000000000000,-0.00500000000000000000,-0.07973500000000000000,145.85649165000000000000,CLOSE,2025-07-02 14:36:51
USDT,SOLUSDT,TRADE,SELL,0.50000000000000000000,-0.50000000000000000000,149.46000000000000000000,0.00000000000000000000,-0.07473000000000000000,0.00000000000000000000,-0.07473000000000000000,145.93622665000000000000,OPEN,2025-07-02 14:36:50
